user-input,desired output
Which PE should I use to let through either odd or even values?,PE_MATCH: even_odd_workflow.Divideby2
I would like the PE that normalise temperature values onto a 0 to 1 scale.,PE_MATCH: sensor_workflow.NormalizeDataPE
I want a workflow that can read COVID data from the web and turn it into a daily case plot.,WORKFLOW_MATCH: covid_workflow
Which PE should I use to downsample dict-serialised waveform traces?,PE_MATCH: seismic_preparation_dict_workflow.Decimate
I want the PE that can report anomalous sensor readings.,PE_MATCH: sensor_workflow.AlertingPE
Can you point me to a processing element for send an email alert through Gmail?,NO_MATCH_PE
Is there a Processing Element in the registry to print the prime numbers it receives?,PE_MATCH: skew_workflow.PrintPrime
Give me a workflow for make odd-even pairs from a stream of random integers.,WORKFLOW_MATCH: even_odd_workflow
I am looking for a workflow to read seismic stations and create preprocessed waveform outputs.,WORKFLOW_MATCH: seismic_preparation_workflow
Can you point me to a processing element for downsample waveform data?,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
"Find me a Processing Element for crop an image around faces, please.",NO_MATCH_PE
Show me a processing element that can pull COVID data from the web service.,PE_MATCH: covid_workflow.DataProducer
Show me the workflow that route numbers to even and odd branches and pair the results.,WORKFLOW_MATCH: even_odd_workflow
Is there a Processing Element in the registry to crop an image around faces?,NO_MATCH_PE
I want the PE that can do envelope normalization for waveform data.,PE_MATCH: seismic_preparation_workflow.CalculateNorm
I would like a workflow that do climate model regridding on NetCDF files.,NO_MATCH_WORKFLOW
Need a PE which can run seismic filtering in the dict pipeline.,PE_MATCH: seismic_preparation_dict_workflow.Filter
I would like the PE that detrend the seismic stream.,PE_MATCH: seismic_preparation_workflow.Detrend
I want a workflow that can take measurement streams and clean them before output.,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
I need a Processing Element to apply the galaxy extinction formula in the skew variant.,PE_MATCH: internal_extinction_skew_workflow.InternalExtinction
Give me the PE for keep or transform only the useful part of the data.,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
Show me a processing element that can scale or normalise incoming measurement data.,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
I would like the PE that remove instrument response from seismic traces using inventory XML.,PE_MATCH: seismic_preparation_workflow.RemoveResponse
"Find me a workflow for process temperature sensor readings from a JSON file and find anomalies, please.",WORKFLOW_MATCH: sensor_workflow
Can you point me to a processing element for normalise temperature values onto a 0 to 1 scale?,PE_MATCH: sensor_workflow.NormalizeDataPE
"Could you find a workflow that generate random numbers with uneven timing, check which ones are prime, and print the primes?",WORKFLOW_MATCH: skew_workflow
Give me the PE for run the seismic normalization step.,PE_MATCH: seismic_preparation_workflow.CalculateNorm
"I want a workflow that can generate random numbers, split them into odd and even, and pair one odd with one even.",WORKFLOW_MATCH: even_odd_workflow
"Find me a Processing Element for apply the detrending step, please.",MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
Which workflow should I use to prepare raw seismology traces for correlation-style processing?,WORKFLOW_MATCH: seismic_preparation_workflow
I would like the PE that compute the extinction value after skewed VOTable retrieval.,PE_MATCH: internal_extinction_skew_workflow.InternalExtinction
"Find me a Processing Element for reduce sample rate in the dict-based seismic workflow, please.",PE_MATCH: seismic_preparation_dict_workflow.Decimate
"Find me a workflow for do the seismic preparation pipeline where ObsPy streams are converted to dictionaries between PEs, please.",WORKFLOW_MATCH: seismic_preparation_dict_workflow
I want a workflow that can summarise emails from Gmail.,NO_MATCH_WORKFLOW
"Find me a Processing Element for get the VOTable response for galaxy coordinates, please.",MULTI_PE_MATCH: internal_extinction_workflow.GetVOTable | internal_extinction_skew_workflow.GetVOTable
Which PE should I use to pair one odd number with one even number?,PE_MATCH: even_odd_workflow.PairProducer
Give me the PE for consume the final FFT/prepared data and save it.,PE_MATCH: seismic_preparation_workflow.StreamToFile
I want a PE that can find INPUT stream mseed files for each seismic station.,PE_MATCH: seismic_preparation_workflow.StreamRead
I need a Processing Element to downsample waveform traces.,PE_MATCH: seismic_preparation_workflow.Decimate
Is there a Processing Element in the registry to read galaxy coordinates for the skewed internal extinction workflow?,PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
I want the PE that can downsample dict-serialised waveform traces.,PE_MATCH: seismic_preparation_dict_workflow.Decimate
Which workflow should I use to run a small random-number stream example?,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
"Could you find the PE that can convert dict to stream, remove trend, and convert back?",PE_MATCH: seismic_preparation_dict_workflow.Detrend
Is there a workflow in you that can stress the runtime with a skewed random-number prime workflow?,WORKFLOW_MATCH: skew_workflow
I want the workflow where numbers get split into odd and even and then matched up.,WORKFLOW_MATCH: even_odd_workflow
Need a PE which can load RA/Dec input for the skewed galaxy workflow.,PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
Can you point me to a processing element for apply simple detrending in the dict seismic variant?,PE_MATCH: seismic_preparation_dict_workflow.Detrend
"Find me a Processing Element for calculate FFT and return serialisable frequency data, please.",PE_MATCH: seismic_preparation_dict_workflow.CalculateFft
I want the wflow that can remove duplicates from a spreadsheet.,NO_MATCH_WORKFLOW
I want the PE that can format dates into ISO strings.,NO_MATCH_PE
"Give me the workflow for something that can read RA/Dec points, call the Virtual Observatory, and compute galaxy extinction.",WORKFLOW_MATCH: internal_extinction_workflow
Do we have a PE that will filter the incoming numbers to primes only?,PE_MATCH: skew_workflow.IsPrime
I want a workflow that can do the seismic preparation pipeline where ObsPy streams are converted to dictionaries between PEs.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Which PE should I use to apply simple detrending to waveform data?,PE_MATCH: seismic_preparation_workflow.Detrend
Give me the PE for produce coordinate records for the skew version.,PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
Give me the PE for apply spectral whitening to seismic data.,PE_MATCH: seismic_preparation_workflow.Whiten
I would like the PE that keep or transform only the useful part of the data.,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
Give me the PE for read seismic station streams.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamRead | seismic_preparation_dict_workflow.StreamRead
Is there a Processing Element in the registry to filter VOTable columns in the skewed internal-extinction workflow?,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Show me a processing element that can apply the galaxy extinction formula in the skew variant.,PE_MATCH: internal_extinction_skew_workflow.InternalExtinction
Give me the PE for parse a PDF into paragraphs.,NO_MATCH_PE
I want a workflow that can calculate galaxy internal extinction using the skewed version of the VOTable query workflow.,WORKFLOW_MATCH: internal_extinction_skew_workflow
I need a Processing Element to apply the configured normalization method to a seismic stream.,PE_MATCH: seismic_preparation_workflow.CalculateNorm
I need a workflow to prepare seismology streams before saving the final station outputs.,MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
Show me the workflow that parse invoices and extract VAT numbers.,NO_MATCH_WORKFLOW
Is there a Processing Element in the registry to decimate seismic data after converting the dictionary back to a stream?,PE_MATCH: seismic_preparation_dict_workflow.Decimate
Give me the PE for summarise sensor data in small batches.,PE_MATCH: sensor_workflow.AggregateDataPE
"Find me a Processing Element for aggregate sensor temperatures and print averages every five readings, please.",PE_MATCH: sensor_workflow.AggregateDataPE
Do we have a PE that will apply the demeaning step?,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
Which workflow should I use to run something useful for skewed workload experiments?,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
Need a PE which can write preprocessed waveform data to the OUTPUT directory.,PE_MATCH: seismic_preparation_workflow.StreamToFile
Could you find the PE that can decimate seismic data after converting the dictionary back to a stream?,PE_MATCH: seismic_preparation_dict_workflow.Decimate
Show me the workflow that analyse a simple time series dataset.,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
Could you find the PE that can read pandemic case data from a URL?,PE_MATCH: covid_workflow.DataProducer
Show me a processing element that can read messages from Slack.,NO_MATCH_PE
Need a PE which can remove a simple trend from waveform traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
I want a PE that can apply simple detrending in the dict seismic variant.,PE_MATCH: seismic_preparation_dict_workflow.Detrend
Give me a workflow for read COVID data from the web and turn it into a daily case plot.,WORKFLOW_MATCH: covid_workflow
I am looking for a PE to apply response removal with pre-filter and velocity units.,PE_MATCH: seismic_preparation_workflow.RemoveResponse
Show me the workflow that run something useful for skewed workload experiments.,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
I would like the PE that write the final seismic output per station.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
